analysis_type,policy,date,final_vs_original_non_emergency_yuan,sequential_revision_non_emergency_yuan,difference_yuan
fixed existing policy trajectory repricing,C2,2025-09-26,17902.589521154394,18697.24540742952,794.6558862751262
fixed existing policy trajectory repricing,C2,2025-09-27,19917.313376086066,20203.580957710274,286.2675816242081
fixed existing policy trajectory repricing,C2,2025-09-28,45800.45816110883,47124.40956989715,1323.9514087883217
fixed existing policy trajectory repricing,C2,2025-09-29,47289.26161873625,47555.02938324015,265.76776450390025
fixed existing policy trajectory repricing,C2,2025-09-30,48163.71454133928,48276.809311058554,113.09476971927506
fixed existing policy trajectory repricing,C2,2025-10-01,40003.40484767905,40779.676012034935,776.2711643558869
fixed existing policy trajectory repricing,C2,2025-10-02,43299.9290454744,43387.60665118864,87.67760571424151
fixed existing policy trajectory repricing,C2,2025-10-03,17934.48872262341,18171.880975571436,237.392252948026
fixed existing policy trajectory repricing,C2,2025-10-04,18440.08441201544,18813.424477443485,373.3400654280449
fixed existing policy trajectory repricing,C2,2025-10-05,43756.728733960364,44814.22212903396,1057.493395073594
fixed existing policy trajectory repricing,C2,2025-10-06,44693.81221577013,46195.086123138375,1501.273907368246
fixed existing policy trajectory repricing,C2,2025-10-07,44969.61585828522,45471.57868249879,501.9628242135659
fixed existing policy trajectory repricing,C2,2025-10-08,38709.39846222739,39263.71930136583,554.3208391384396
fixed existing policy trajectory repricing,C2,2025-10-09,41089.97837650013,42927.72222659446,1837.7438500943317
fixed existing policy trajectory repricing,C2,2025-10-10,18266.602250853502,18395.488177330488,128.88592647698533
fixed existing policy trajectory repricing,C2,2025-10-11,18206.49516617473,19032.446106994168,825.950940819439
fixed existing policy trajectory repricing,C2,2025-10-12,40750.82023777256,41142.045827268346,391.22558949578524
fixed existing policy trajectory repricing,C2,2025-10-13,44760.94040461424,45876.8449817305,1115.9045771162637
fixed existing policy trajectory repricing,C2,2025-10-14,46816.55919408795,49716.28339325987,2899.72419917192
fixed existing policy trajectory repricing,C2,2025-10-15,47205.56254653806,50091.775510847074,2886.2129643090157
fixed existing policy trajectory repricing,C2,2025-10-16,46708.94208166409,47371.727119828225,662.7850381641329
fixed existing policy trajectory repricing,C2,2025-10-17,20124.327620689903,20145.037017700568,20.70939701066527
fixed existing policy trajectory repricing,C2,2025-10-18,18881.883489289557,19038.10453498354,156.2210456939829
fixed existing policy trajectory repricing,C2,2025-10-19,44514.18956959764,44804.20993197314,290.02036237550055
fixed existing policy trajectory repricing,C2,2025-10-20,49477.14145002434,49959.17719228928,482.0357422649395
fixed existing policy trajectory repricing,C2,2025-10-21,50061.76467982197,51604.611509021815,1542.8468291998433
fixed existing policy trajectory repricing,C2,2025-10-22,51182.57202275848,51516.620297691945,334.0482749334624
fixed existing policy trajectory repricing,C2,2025-10-23,51056.05287430599,53245.44618147018,2189.3933071641877
fixed existing policy trajectory repricing,C2,2025-10-24,20789.70797932398,20827.893097232507,38.1851179085279
fixed existing policy trajectory repricing,C2,2025-10-25,19184.445147105507,19228.305814191743,43.86066708623548
fixed existing policy trajectory repricing,C2,2025-10-26,49413.50939252309,50200.93099835362,787.4216058305319
fixed existing policy trajectory repricing,C2,2025-10-27,49665.20691115102,50083.56273398191,418.35582283089025
fixed existing policy trajectory repricing,C2,2025-10-28,50627.82273841196,50848.04829452858,220.22555611661664
fixed existing policy trajectory repricing,C2,2025-10-29,54787.0450876222,55694.64583987934,907.6007522571381
fixed existing policy trajectory repricing,C2,2025-10-30,47051.51185957169,47088.65219571303,37.1403361413395
fixed existing policy trajectory repricing,C2,2025-10-31,21918.325096713663,22781.83125667374,863.5061599600776
fixed existing policy trajectory repricing,C2,2025-11-01,21926.244636338142,22297.744889363723,371.5002530255806
fixed existing policy trajectory repricing,C2,2025-11-02,54399.437845450266,55134.28508112558,734.8472356753118
fixed existing policy trajectory repricing,C2,2025-11-03,53005.296878664594,54106.9109413421,1101.6140626775086
fixed existing policy trajectory repricing,C2,2025-11-04,51401.7648082937,51736.72894667982,334.96413838611625
fixed existing policy trajectory repricing,C2,2025-11-05,53931.87958962514,56425.28246097974,2493.4028713545995
fixed existing policy trajectory repricing,C2,2025-11-06,56511.96134756878,56647.22203765905,135.26069009026833
fixed existing policy trajectory repricing,C2,2025-11-07,21216.795535323,21774.6744147419,557.8788794189022
fixed existing policy trajectory repricing,C2,2025-11-08,22858.08537952401,22959.36340738013,101.27802785611857
fixed existing policy trajectory repricing,C2,2025-11-09,55250.73511048099,55370.42943708696,119.69432660596794
fixed existing policy trajectory repricing,C2,2025-11-10,58192.667100006016,58574.882926826016,382.2158268200001
fixed existing policy trajectory repricing,C2,2025-11-11,55621.43854198676,56066.40750141162,444.9689594248557
fixed existing policy trajectory repricing,C2,2025-11-12,56121.88408184116,57278.67366463337,1156.7895827922039
fixed existing policy trajectory repricing,C2,2025-11-13,53192.708245679365,53396.02889404793,203.32064836856443
fixed existing policy trajectory repricing,C2,2025-11-14,24082.67801147411,24841.313007806744,758.6349963326356
fixed existing policy trajectory repricing,C2,2025-11-15,21711.16395229668,21943.258028151427,232.09407585474764
fixed existing policy trajectory repricing,C2,2025-11-16,58128.23459666658,58356.09680956244,227.86221289585956
fixed existing policy trajectory repricing,C2,2025-11-17,54759.49192992604,55298.08738368288,538.5954537568468
fixed existing policy trajectory repricing,C2,2025-11-18,56608.52090482329,57492.775524972945,884.2546201496589
fixed existing policy trajectory repricing,C2,2025-11-19,60675.469252057504,61734.2389439533,1058.7696918957954
fixed existing policy trajectory repricing,C2,2025-11-20,56295.993755949625,56722.37301911809,426.3792631684628
fixed existing policy trajectory repricing,C2,2025-11-21,22018.40775914812,22510.96210954086,492.55435039274016
fixed existing policy trajectory repricing,C2,2025-11-22,25519.710834380938,25864.92217842193,345.2113440409921
fixed existing policy trajectory repricing,C2,2025-11-23,58241.7069194851,58718.26566393619,476.5587444510893
fixed existing policy trajectory repricing,C2,2025-11-24,53915.26358847999,54475.001179046856,559.7375905668669
fixed existing policy trajectory repricing,C2,2025-11-25,59131.16780721488,59816.68995944221,685.5221522273278
fixed existing policy trajectory repricing,C2,2025-11-26,61099.435054122885,61342.434743725615,242.99968960272963
fixed existing policy trajectory repricing,C2,2025-11-27,58019.614697838326,58356.89029573789,337.27559789956285
fixed existing policy trajectory repricing,C2,2025-11-28,21689.536440816137,22777.14238560749,1087.605944791354
fixed existing policy trajectory repricing,C2,2025-11-29,25721.448688318316,27770.93886256066,2049.4901742423426
fixed existing policy trajectory repricing,C2,2025-11-30,58743.91051028605,59438.74771650185,694.8372062158014
fixed existing policy trajectory repricing,C2,2025-12-01,58436.75140766376,58898.3391239369,461.58771627314127
fixed existing policy trajectory repricing,C2,2025-12-02,60469.42376993738,60695.84444248745,226.42067255006987
fixed existing policy trajectory repricing,C2,2025-12-03,62632.42016463558,62736.57484773895,104.15468310337019
fixed existing policy trajectory repricing,C2,2025-12-04,60689.64397623153,62231.571787115856,1541.9278108843282
fixed existing policy trajectory repricing,C2,2025-12-05,27018.532193027688,27047.632545340428,29.100352312740142
fixed existing policy trajectory repricing,C2,2025-12-06,26487.79594623937,27165.376643747008,677.5806975076375
fixed existing policy trajectory repricing,C2,2025-12-07,62886.80902554462,63543.79605276254,656.9870272179178
fixed existing policy trajectory repricing,C2,2025-12-08,68097.6392185402,68829.67486663343,732.0356480932387
fixed existing policy trajectory repricing,C2,2025-12-09,66907.04566087038,67030.20186634245,123.15620547207072
fixed existing policy trajectory repricing,C2,2025-12-10,66761.29958929161,66948.40137918878,187.1017898971768
fixed existing policy trajectory repricing,C2,2025-12-11,65562.06319741852,67035.07322656277,1473.0100291442504
fixed existing policy trajectory repricing,C2,2025-12-12,35111.35724683029,35485.84012474951,374.48287791922485
fixed existing policy trajectory repricing,C2,2025-12-13,31537.645875834096,32250.941132321677,713.2952564875814
fixed existing policy trajectory repricing,C2,2025-12-14,65940.33378692604,66074.74309458473,134.40930765868688
fixed existing policy trajectory repricing,C2,2025-12-15,69091.07496816608,69326.66244661773,235.58747845164908
fixed existing policy trajectory repricing,C2,2025-12-16,69540.3764929101,69680.22001678657,139.84352387646504
fixed existing policy trajectory repricing,C2,2025-12-17,67381.31869302066,67765.11590930022,383.79721627956314
fixed existing policy trajectory repricing,C2,2025-12-18,66161.20529695199,66905.40092131073,744.1956243587483
fixed existing policy trajectory repricing,C2,2025-12-19,34234.29002371148,34751.35164192133,517.0616182098456
fixed existing policy trajectory repricing,C2,2025-12-20,28742.775624479524,29114.26761044363,371.49198596410497
fixed existing policy trajectory repricing,C2,2025-12-21,66318.1416288953,66429.97150241533,111.82987352002237
fixed existing policy trajectory repricing,C2,2025-12-22,71026.9321093098,71547.48336811959,520.5512588097918
fixed existing policy trajectory repricing,C2,2025-12-23,64842.54213462999,65509.132645644335,666.5905110143431
fixed existing policy trajectory repricing,C2,2025-12-24,63452.78639041988,63557.783060837464,104.99667041758221
fixed existing policy trajectory repricing,C2,2025-12-25,64571.74251053402,64668.69510422896,96.95259369493579
fixed existing policy trajectory repricing,C2,2025-12-26,28728.421716478653,28793.327419496643,64.90570301799016
fixed existing policy trajectory repricing,C2,2025-12-27,30619.452530540333,30696.16212498316,76.70959444282562
fixed existing policy trajectory repricing,C2,2025-12-28,66051.11626865754,66322.06865784316,270.95238918562245
fixed existing policy trajectory repricing,C2,2025-12-29,67840.237362856,67990.78613139685,150.54876854084432
fixed existing policy trajectory repricing,C2,2025-12-30,66117.41708357428,67126.2776857366,1008.8606021623127
fixed existing policy trajectory repricing,C2,2025-12-31,67262.9236396948,67363.86043520585,100.93679551105015
fixed existing policy trajectory repricing,C3,2025-02-01,28009.289719849072,28013.038514894488,3.7487950454160455
fixed existing policy trajectory repricing,C3,2025-02-02,63647.290732534966,67317.2234220132,3669.932689478228
fixed existing policy trajectory repricing,C3,2025-02-03,69058.81502824904,69058.81502824904,0.0
fixed existing policy trajectory repricing,C3,2025-02-04,72546.95462572614,72546.95462572614,0.0
fixed existing policy trajectory repricing,C3,2025-02-05,62339.65921085789,62339.659210857884,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-02-06,64204.87526575128,65963.13425965485,1758.258993903568
fixed existing policy trajectory repricing,C3,2025-02-07,30514.914279962548,30514.914279962548,0.0
fixed existing policy trajectory repricing,C3,2025-02-08,22689.139119572385,22689.139119572385,0.0
fixed existing policy trajectory repricing,C3,2025-02-09,59756.35669093377,59756.35669093377,0.0
fixed existing policy trajectory repricing,C3,2025-02-10,60565.392082168975,61269.48302930579,704.0909471368141
fixed existing policy trajectory repricing,C3,2025-02-11,53291.16014664921,55350.432708885644,2059.272562236438
fixed existing policy trajectory repricing,C3,2025-02-12,54599.662615721005,54599.662615721005,0.0
fixed existing policy trajectory repricing,C3,2025-02-13,52048.96861958088,52734.67818131357,685.709561732685
fixed existing policy trajectory repricing,C3,2025-02-14,28607.47081834395,28750.104113097346,142.6332947533956
fixed existing policy trajectory repricing,C3,2025-02-15,22182.19104738583,22182.19104738583,0.0
fixed existing policy trajectory repricing,C3,2025-02-16,59469.99020435933,62061.93097019499,2591.9407658356577
fixed existing policy trajectory repricing,C3,2025-02-17,53824.03097687061,53824.03097687061,0.0
fixed existing policy trajectory repricing,C3,2025-02-18,54175.528047735024,54175.528047735024,0.0
fixed existing policy trajectory repricing,C3,2025-02-19,49970.16482936267,49970.16482936268,7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-02-20,51033.49831941525,51033.49831941526,7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-02-21,18273.06604032948,18273.06604032948,0.0
fixed existing policy trajectory repricing,C3,2025-02-22,22005.156105363138,22658.370371228593,653.2142658654557
fixed existing policy trajectory repricing,C3,2025-02-23,49104.40323065698,49434.88683340895,330.48360275197047
fixed existing policy trajectory repricing,C3,2025-02-24,49495.55965676509,49495.55965676509,0.0
fixed existing policy trajectory repricing,C3,2025-02-25,52587.3804137061,52587.3804137061,0.0
fixed existing policy trajectory repricing,C3,2025-02-26,48031.05656120212,48174.539075011926,143.48251380980946
fixed existing policy trajectory repricing,C3,2025-02-27,48588.29696544381,48880.1357553069,291.8387898630899
fixed existing policy trajectory repricing,C3,2025-02-28,18800.31256865977,18800.312568659774,3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-03-01,24047.696215832773,24047.696215832773,0.0
fixed existing policy trajectory repricing,C3,2025-03-02,59667.87243075462,60960.74643992639,1292.87400917177
fixed existing policy trajectory repricing,C3,2025-03-03,55846.787104239775,58315.7932843803,2469.0061801405245
fixed existing policy trajectory repricing,C3,2025-03-04,49813.73774232088,49976.49021793693,162.7524756160492
fixed existing policy trajectory repricing,C3,2025-03-05,52611.32421344979,52611.32421344979,0.0
fixed existing policy trajectory repricing,C3,2025-03-06,47768.38293604232,47768.38293604232,0.0
fixed existing policy trajectory repricing,C3,2025-03-07,21402.10548964741,21402.10548964741,0.0
fixed existing policy trajectory repricing,C3,2025-03-08,19909.84741501261,19909.84741501261,0.0
fixed existing policy trajectory repricing,C3,2025-03-09,46802.16888793293,49539.12510611828,2736.956218185347
fixed existing policy trajectory repricing,C3,2025-03-10,48305.988942893135,48828.40786653935,522.4189236462189
fixed existing policy trajectory repricing,C3,2025-03-11,44994.55606105343,44994.55606105343,0.0
fixed existing policy trajectory repricing,C3,2025-03-12,45873.854728429294,49594.18860630905,3720.333877879755
fixed existing policy trajectory repricing,C3,2025-03-13,45789.65171708231,46009.032414573216,219.3806974909021
fixed existing policy trajectory repricing,C3,2025-03-14,18011.862657643076,18205.89165224113,194.02899459805485
fixed existing policy trajectory repricing,C3,2025-03-15,16130.695737650602,16130.695737650603,1.8189894035458565e-12
fixed existing policy trajectory repricing,C3,2025-03-16,44833.75060174397,44847.55355421741,13.802952473444748
fixed existing policy trajectory repricing,C3,2025-03-17,41496.80733558516,42976.431523904,1479.6241883188413
fixed existing policy trajectory repricing,C3,2025-03-18,44301.18259605947,44711.343176996445,410.1605809369721
fixed existing policy trajectory repricing,C3,2025-03-19,42179.20627674692,42180.91489060927,1.7086138623490115
fixed existing policy trajectory repricing,C3,2025-03-20,42886.68751293277,45866.58092354597,2979.8934106132
fixed existing policy trajectory repricing,C3,2025-03-21,15509.985302242334,15509.985302242334,0.0
fixed existing policy trajectory repricing,C3,2025-03-22,16404.846931664862,16404.846931664862,0.0
fixed existing policy trajectory repricing,C3,2025-03-23,41961.82538760267,41961.82538760267,0.0
fixed existing policy trajectory repricing,C3,2025-03-24,42195.80998255021,42195.80998255021,0.0
fixed existing policy trajectory repricing,C3,2025-03-25,44461.176024165776,46392.534177087764,1931.3581529219882
fixed existing policy trajectory repricing,C3,2025-03-26,40203.87077775804,40203.870777758035,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-03-27,41504.10848569117,42274.30136196279,770.1928762716198
fixed existing policy trajectory repricing,C3,2025-03-28,16033.276916634164,16033.276916634166,1.8189894035458565e-12
fixed existing policy trajectory repricing,C3,2025-03-29,14803.411569965525,14803.411569965527,1.8189894035458565e-12
fixed existing policy trajectory repricing,C3,2025-03-30,40000.5601437389,40000.5601437389,0.0
fixed existing policy trajectory repricing,C3,2025-03-31,39758.616398472,42049.62348664614,2291.0070881741412
fixed existing policy trajectory repricing,C3,2025-04-01,42977.82770819264,43049.00594250969,71.17823431704892
fixed existing policy trajectory repricing,C3,2025-04-02,45415.197699912416,46536.85811601057,1121.6604160981515
fixed existing policy trajectory repricing,C3,2025-04-03,41827.25306574394,43190.161550180615,1362.9084844366735
fixed existing policy trajectory repricing,C3,2025-04-04,14802.639241847908,14802.639241847908,0.0
fixed existing policy trajectory repricing,C3,2025-04-05,14667.333210297327,14667.333210297327,0.0
fixed existing policy trajectory repricing,C3,2025-04-06,41734.21213813356,41756.32945646453,22.11731833097292
fixed existing policy trajectory repricing,C3,2025-04-07,39347.49138784072,39378.89865563064,31.407267789923935
fixed existing policy trajectory repricing,C3,2025-04-08,41670.04255998928,42933.29300779254,1263.2504478032643
fixed existing policy trajectory repricing,C3,2025-04-09,43306.01105899672,43535.87062492779,229.85956593106675
fixed existing policy trajectory repricing,C3,2025-04-10,40116.26618455016,40466.725114671004,350.45893012084707
fixed existing policy trajectory repricing,C3,2025-04-11,14009.594182470864,14009.594182470864,0.0
fixed existing policy trajectory repricing,C3,2025-04-12,15349.721028846983,15349.721028846981,-1.8189894035458565e-12
fixed existing policy trajectory repricing,C3,2025-04-13,40192.19454383592,40222.464660821024,30.270116985106142
fixed existing policy trajectory repricing,C3,2025-04-14,38305.39785321972,39629.653759352455,1324.2559061327338
fixed existing policy trajectory repricing,C3,2025-04-15,37065.40281146227,38298.09790355941,1232.6950920971358
fixed existing policy trajectory repricing,C3,2025-04-16,38976.62070298255,39673.14271478819,696.5220118056386
fixed existing policy trajectory repricing,C3,2025-04-17,37277.28922653899,37894.327657193404,617.0384306544147
fixed existing policy trajectory repricing,C3,2025-04-18,13914.979428445184,13914.979428445184,0.0
fixed existing policy trajectory repricing,C3,2025-04-19,13981.412906468271,14008.106766211775,26.693859743503708
fixed existing policy trajectory repricing,C3,2025-04-20,37787.5082435011,38083.31210635666,295.8038628555587
fixed existing policy trajectory repricing,C3,2025-04-21,36517.92857584029,38624.3803537683,2106.451777928007
fixed existing policy trajectory repricing,C3,2025-04-22,35707.97073058925,36954.11631679864,1246.1455862093862
fixed existing policy trajectory repricing,C3,2025-04-23,37539.20863620036,37853.38174215438,314.17310595401796
fixed existing policy trajectory repricing,C3,2025-04-24,35210.55722051144,35267.63957711467,57.082356603234075
fixed existing policy trajectory repricing,C3,2025-04-25,13834.08590561135,13834.085905611351,1.8189894035458565e-12
fixed existing policy trajectory repricing,C3,2025-04-26,13229.971050880944,13229.971050880944,0.0
fixed existing policy trajectory repricing,C3,2025-04-27,36832.12644775673,37217.60402967279,385.4775819160568
fixed existing policy trajectory repricing,C3,2025-04-28,42456.217853557966,42876.67537508151,420.45752152354544
fixed existing policy trajectory repricing,C3,2025-04-29,37383.39272726415,37518.727127260376,135.3343999962235
fixed existing policy trajectory repricing,C3,2025-04-30,34632.35834232867,35101.91196281318,469.55362048451207
fixed existing policy trajectory repricing,C3,2025-05-01,36950.769789679725,37184.155233760765,233.38544408103917
fixed existing policy trajectory repricing,C3,2025-05-02,14963.82308905715,14963.823089057152,1.8189894035458565e-12
fixed existing policy trajectory repricing,C3,2025-05-03,14549.877285626011,14549.877285626011,0.0
fixed existing policy trajectory repricing,C3,2025-05-04,35138.95398722157,35919.20643133289,780.2524441113201
fixed existing policy trajectory repricing,C3,2025-05-05,38526.129755088776,38526.129755088776,0.0
fixed existing policy trajectory repricing,C3,2025-05-06,36862.14228728535,36982.7961903897,120.65390310435032
fixed existing policy trajectory repricing,C3,2025-05-07,37771.01634382744,38822.21205969469,1051.1957158672521
fixed existing policy trajectory repricing,C3,2025-05-08,44220.12936837835,44574.859910758234,354.73054237988254
fixed existing policy trajectory repricing,C3,2025-05-09,17911.75248701819,17923.21485520862,11.462368190426787
fixed existing policy trajectory repricing,C3,2025-05-10,17139.80409109466,17157.59753331194,17.793442217280244
fixed existing policy trajectory repricing,C3,2025-05-11,40854.086707955394,41412.92063323001,558.8339252746155
fixed existing policy trajectory repricing,C3,2025-05-12,41657.5860459299,43389.658462094296,1732.0724161643957
fixed existing policy trajectory repricing,C3,2025-05-13,42071.23713672554,42296.52290052459,225.2857637990528
fixed existing policy trajectory repricing,C3,2025-05-14,41958.35046692101,42129.67830507378,171.3278381527707
fixed existing policy trajectory repricing,C3,2025-05-15,40410.55258357887,42390.44986821145,1979.8972846325778
fixed existing policy trajectory repricing,C3,2025-05-16,16889.651963372336,18271.890368841978,1382.2384054696413
fixed existing policy trajectory repricing,C3,2025-05-17,17640.87948675644,17640.87948675644,0.0
fixed existing policy trajectory repricing,C3,2025-05-18,42077.28755665271,42724.80146861117,647.5139119584637
fixed existing policy trajectory repricing,C3,2025-05-19,39846.45766496357,39934.84105657733,88.38339161375916
fixed existing policy trajectory repricing,C3,2025-05-20,42735.18563938709,42936.50156194635,201.3159225592608
fixed existing policy trajectory repricing,C3,2025-05-21,39324.29944711449,41001.68407326026,1677.3846261457657
fixed existing policy trajectory repricing,C3,2025-05-22,37779.31057867111,37808.36087387297,29.050295201857807
fixed existing policy trajectory repricing,C3,2025-05-23,17146.780941678495,17230.83101668483,84.05007500633656
fixed existing policy trajectory repricing,C3,2025-05-24,15655.6825069628,15655.682506962803,3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-05-25,37959.42543063238,37959.42543063237,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-05-26,45860.90513297427,46344.394678292796,483.4895453185236
fixed existing policy trajectory repricing,C3,2025-05-27,38248.95810845982,39650.9259929091,1401.967884449281
fixed existing policy trajectory repricing,C3,2025-05-28,39968.96551557924,39997.31483458272,28.34931900347874
fixed existing policy trajectory repricing,C3,2025-05-29,39797.77544043867,41755.1542280152,1957.3787875765265
fixed existing policy trajectory repricing,C3,2025-05-30,16121.822576135226,16172.823895233325,51.001319098098975
fixed existing policy trajectory repricing,C3,2025-05-31,18447.63651443375,18447.63651443375,0.0
fixed existing policy trajectory repricing,C3,2025-06-01,49190.18943516474,49192.23513264478,2.045697480039962
fixed existing policy trajectory repricing,C3,2025-06-02,46826.61885261092,49658.32013881719,2831.7012862062693
fixed existing policy trajectory repricing,C3,2025-06-03,47231.49181660334,48557.10494541284,1325.6131288094984
fixed existing policy trajectory repricing,C3,2025-06-04,49249.25582938168,53537.48075378776,4288.22492440608
fixed existing policy trajectory repricing,C3,2025-06-05,47936.60425820438,48504.7217920338,568.1175338294197
fixed existing policy trajectory repricing,C3,2025-06-06,21883.562326005027,21883.562326005027,0.0
fixed existing policy trajectory repricing,C3,2025-06-07,25100.153675390444,25100.153675390447,3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-06-08,57805.294104714005,58646.768680148976,841.4745754349715
fixed existing policy trajectory repricing,C3,2025-06-09,57099.283064408985,60666.54844679149,3567.265382382502
fixed existing policy trajectory repricing,C3,2025-06-10,60686.9746478012,60986.48517235518,299.5105245539744
fixed existing policy trajectory repricing,C3,2025-06-11,63762.35919656764,64934.14639535763,1171.7871987899925
fixed existing policy trajectory repricing,C3,2025-06-12,56568.27747708603,56568.27747708603,0.0
fixed existing policy trajectory repricing,C3,2025-06-13,27042.560401258037,28748.07485727186,1705.5144560138215
fixed existing policy trajectory repricing,C3,2025-06-14,27165.96976158685,27165.96976158685,0.0
fixed existing policy trajectory repricing,C3,2025-06-15,58133.0508075868,60361.08999604962,2228.039188462819
fixed existing policy trajectory repricing,C3,2025-06-16,58104.32301793378,58132.9641516068,28.641133673023432
fixed existing policy trajectory repricing,C3,2025-06-17,59997.68276803465,61123.157957026495,1125.475188991848
fixed existing policy trajectory repricing,C3,2025-06-18,58098.90562332292,58924.685477181614,825.779853858694
fixed existing policy trajectory repricing,C3,2025-06-19,58241.41101079494,58244.9714888237,3.560478028761281
fixed existing policy trajectory repricing,C3,2025-06-20,23187.85135999998,24794.11964471564,1606.2682847156611
fixed existing policy trajectory repricing,C3,2025-06-21,22474.1413510531,22474.1413510531,0.0
fixed existing policy trajectory repricing,C3,2025-06-22,51056.91308540165,51056.91308540164,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-06-23,56316.77024527544,56455.20429287713,138.43404760169506
fixed existing policy trajectory repricing,C3,2025-06-24,57468.20168190646,58283.321049044054,815.119367137595
fixed existing policy trajectory repricing,C3,2025-06-25,55241.94813637828,55313.324301036366,71.37616465808242
fixed existing policy trajectory repricing,C3,2025-06-26,54472.19932691744,55007.04532678151,534.8459998640683
fixed existing policy trajectory repricing,C3,2025-06-27,22286.78140627834,22286.78140627834,0.0
fixed existing policy trajectory repricing,C3,2025-06-28,24659.83671949237,24696.782064741747,36.94534524937626
fixed existing policy trajectory repricing,C3,2025-06-29,52638.34540935956,54391.863747107804,1753.5183377482463
fixed existing policy trajectory repricing,C3,2025-06-30,57789.74926275899,60374.78070796393,2585.0314452049424
fixed existing policy trajectory repricing,C3,2025-07-01,50999.77557877915,51935.68675434317,935.911175564026
fixed existing policy trajectory repricing,C3,2025-07-02,46070.47011166529,46070.47011166529,0.0
fixed existing policy trajectory repricing,C3,2025-07-03,56050.71780323661,57945.212962071106,1894.4951588344993
fixed existing policy trajectory repricing,C3,2025-07-04,25188.176901099072,25188.176901099072,0.0
fixed existing policy trajectory repricing,C3,2025-07-05,22219.913843734237,23484.600746031916,1264.686902297679
fixed existing policy trajectory repricing,C3,2025-07-06,59327.15656249828,59995.34773827531,668.1911757770285
fixed existing policy trajectory repricing,C3,2025-07-07,46551.57203970976,48701.33597482416,2149.7639351143953
fixed existing policy trajectory repricing,C3,2025-07-08,62481.18426962124,62481.18426962124,0.0
fixed existing policy trajectory repricing,C3,2025-07-09,69409.93865201958,70138.25550517201,728.3168531524279
fixed existing policy trajectory repricing,C3,2025-07-10,58839.79433666544,58839.79433666544,0.0
fixed existing policy trajectory repricing,C3,2025-07-11,34563.42942612788,34563.42942612788,0.0
fixed existing policy trajectory repricing,C3,2025-07-12,29427.642790707123,29427.642790707123,0.0
fixed existing policy trajectory repricing,C3,2025-07-13,60537.53410241969,60537.53410241969,0.0
fixed existing policy trajectory repricing,C3,2025-07-14,62722.11642131287,62742.977574206525,20.861152893652616
fixed existing policy trajectory repricing,C3,2025-07-15,57189.91091515024,57189.91091515024,0.0
fixed existing policy trajectory repricing,C3,2025-07-16,60305.16573733841,63076.607921138915,2771.4421838005073
fixed existing policy trajectory repricing,C3,2025-07-17,50339.48667631294,50339.48667631294,0.0
fixed existing policy trajectory repricing,C3,2025-07-18,33893.45457082235,33893.45457082235,0.0
fixed existing policy trajectory repricing,C3,2025-07-19,32801.52297404887,37144.85546632179,4343.332492272915
fixed existing policy trajectory repricing,C3,2025-07-20,62423.43518570456,64736.71912466557,2313.283938961009
fixed existing policy trajectory repricing,C3,2025-07-21,68440.69444373921,72939.2049656552,4498.510521915989
fixed existing policy trajectory repricing,C3,2025-07-22,58070.2974974961,64324.86836120478,6254.570863708679
fixed existing policy trajectory repricing,C3,2025-07-23,59281.123864226975,63105.54396721616,3824.4201029891847
fixed existing policy trajectory repricing,C3,2025-07-24,63965.03741317763,67680.97893610952,3715.941522931884
fixed existing policy trajectory repricing,C3,2025-07-25,28866.795008712885,28866.795008712885,0.0
fixed existing policy trajectory repricing,C3,2025-07-26,28927.863131378923,30513.993432110485,1586.1303007315619
fixed existing policy trajectory repricing,C3,2025-07-27,59989.90022088733,61077.396929408336,1087.4967085210083
fixed existing policy trajectory repricing,C3,2025-07-28,68461.89701915921,69741.94157315535,1280.0445539961365
fixed existing policy trajectory repricing,C3,2025-07-29,66991.7682121152,70445.65599394433,3453.887781829122
fixed existing policy trajectory repricing,C3,2025-07-30,64066.48441010709,64230.94839733368,164.4639872265907
fixed existing policy trajectory repricing,C3,2025-07-31,63330.10409146495,64353.05911529831,1022.9550238333613
fixed existing policy trajectory repricing,C3,2025-08-01,24565.897583775564,24565.897583775564,0.0
fixed existing policy trajectory repricing,C3,2025-08-02,35170.06448878792,36895.88078362582,1725.8162948379031
fixed existing policy trajectory repricing,C3,2025-08-03,46970.16332569675,50517.33973269981,3547.176407003062
fixed existing policy trajectory repricing,C3,2025-08-04,55922.37714857941,55922.377148579406,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-08-05,53433.91297686564,53433.91297686564,0.0
fixed existing policy trajectory repricing,C3,2025-08-06,60014.59429987883,67708.60480436924,7694.010504490412
fixed existing policy trajectory repricing,C3,2025-08-07,50249.004027587005,50249.004027587,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-08-08,28774.613131130693,32193.56140153309,3418.9482704023976
